Nivel de estudios,Comunidad Autónoma,ccaa,Tipo,Universidad,Modalidad,Centro,Provincia,Centro,Títuilo,Titulación,Idioma extranjero,Nota de corte
DOBLE GRADO,Castilla y León,Castilla y León,Pública,Universidad de Valladolid,Presencial,Propio,Valladolid,Facultad de Ciencias,PCEO Grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones,Doble Grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones,No,"12,8"
GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias,Grado en Biotecnología,Grado en Biotecnología,No,"12,78"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Odontología,Grado en Odontología,Grado en Odontología,No,"12,78"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Sociales y Jurídicas,Grado en Filosofía. Política y Economía,Grado en Filosofía. Política y Economía,Sí,"12,76"
GRADO,Aragón,Aragón,Pública,Universidad de Zaragoza,Presencial,Propio,Zaragoza,Facultad de Medicina,Grado en Medicina,Grado en Medicina,No,"12,74"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Sociales y Jurídicas,PCEO Grado en Derecho / Grado en Economía,Doble Grado en Derecho / Grado en Economía,Sí,"12,74"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Facultad de Ciencias de la Salud. Campus de Alcorcón,Grado en Odontología,Grado en Odontología,No,"12,73"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Facultad de Ciencias,Grado en Matemáticas,Grado en Matemáticas,No,"12,72"
DOBLE GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Química,PCEO Grado en Física / Grado en Química,Doble Grado en Física / Grado en Química,No,"12,72"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Sociales y Jurídicas,Grado en Grado en Empresa y Tecnología / Bachelor in Management and Technology,Grado en Grado en Empresa y Tecnología / Bachelor in Management and Technology,Sí,"12,71"
GRADO,Murcia (Región de),Región de Murcia,Pública,Universidad de Murcia,Presencial,Propio,Murcia,Facultad de Medicina,Grado en Odontología,Grado en Odontología,No,"12,71"
DOBLE GRADO,Asturias (Principado de),Asturias,Pública,Universidad de Oviedo,Presencial,Propio,Asturias,Facultad de Ciencias,PCEO Grado en Matemáticas / Grado en Física. Opción A,Doble Grado en Matemáticas / Grado en Física. Opción A,No,"12,71"
GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,"Facultad de Enfermería, Fisioterapia y Podología",Grado en Enfermería,Grado en Enfermería,No,"12,71"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Economía,Grado en Negocios Internacionales\ International Business,Grado en Negocios Internacionales\ International Business,Sí,"12,71"
GRADO,Castilla y León,Castilla y León,Pública,Universidad de León,Presencial,Propio,León,"Escuela de Ingenierías Industrial, Informática y Aeroespacial",Grado en Ingeniería Aeroespacial,Grado en Ingeniería Aeroespacial,No,"12,71"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Presencial,Propio,Madrid,Escuela Técnica Superior de Ingenieros de Telecomunicación,Grado en Ingeniería Biomédica,Grado en Ingeniería Biomédica,No,"12,7"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Ciencias Matemáticas,Grado en Matemáticas,Grado en Matemáticas,No,"12,7"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Sociales y Jurídicas,Grado en Estudios Internacionales / Bachelor in International Studies,Grado en Estudios Internacionales / Bachelor in International Studies,Sí,"12,7"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Escuela Politécnica Superior,PCEO Grado en Ingeniería Industrial y Desarrollo del Producto / Grado en Ingeniería Mecánica,Doble Grado en Ingeniería Industrial y Desarrollo del Producto / Grado en Ingeniería Mecánica,No,"12,69"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural,Grado en Biotecnología,Grado en Biotecnología,Sí,"12,68"
GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,"Facultad de Enfermería, Fisioterapia y Podología",Grado en Fisioterapia,Grado en Fisioterapia,No,"12,68"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Informática,Grado en Ingeniería de Datos e Inteligencia Artificial,Grado en Ingeniería de Datos e Inteligencia Artificial,No,"12,68"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Comunicación,PCEO Grado en Periodismo / Grado en Comunicación Audiovisual,Doble Grado en Periodismo / Grado en Comunicación Audiovisual,No,"12,67"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Escuela Politécnica Superior,Grado en Ingeniería Aeroespacial,Grado en Ingeniería Aeroespacial,No,"12,67"
DOBLE GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Matemáticas e Informática,PCEO Grado en Matemáticas / Grado en Ingeniería Informática,Doble Grado en Matemáticas / Grado en Ingeniería Informática,No,"12,66"
DOBLE GRADO,Aragón,Aragón,Pública,Universidad de Zaragoza,Presencial,Propio,Zaragoza,Escuela de Ingeniería y Arquitectura,PCEO Grado en Matemáticas / Grado en Ingeniería Informática,Doble Grado en Matemáticas / Grado en Ingeniería Informática,No,"12,66"
GRADO,Cataluña,Cataluña,Pública,Universidad Pompeu Fabra,Presencial,Propio,Barcelona,Facultad de Medicina y Ciencias de la Vida,Grado en Medicina,Grado en Medicina,No,"12,66"
DOBLE GRADO,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Presencial,Propio,Salamanca,Facultad de Educación,PCEO Grado en Maestro en Educación Primaria / Grado en Maestro en Educación Infantil,Doble Grado en Maestro en Educación Primaria / Grado en Maestro en Educación Infantil,No,"12,65"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Medicina y Ciencias de la Salud,Grado en Medicina,Grado en Medicina,No,"12,65"
GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias de la Salud,Grado en Enfermería,Grado en Enfermería,No,"12,64"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Escuela Politécnica Superior,Grado en Applied Mathematics and Computing / Matemática Aplicada y Computación,Grado en Applied Mathematics and Computing / Matemática Aplicada y Computación,Sí,"12,64"
GRADO,Aragón,Aragón,Pública,Universidad de Zaragoza,Presencial,Propio,Huesca,Facultad de Ciencias de la Salud y del Deporte,Grado en Medicina,Grado en Medicina,No,"12,64"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Bizkaia,Facultad de Ciencia y Tecnología,Grado en Bioquímica y Biología Molecular,Grado en Bioquímica y Biología Molecular,No,"12,64"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Matemáticas,PCEO Grado en Estadística / Grado en Finanzas y Contabilidad,Doble Grado en Estadística / Grado en Finanzas y Contabilidad,No,"12,63"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Bizkaia,Facultad de Medicina y Enfermería,Grado en Odontología,Grado en Odontología,No,"12,62"
GRADO,Galicia,Galicia,Pública,Universidad de Santiago de Compostela,Presencial,Propio,A Coruña,Facultad de Medicina y Odontología,Grado en Medicina,Grado en Medicina,No,"12,61"
GRADO,Balears (Illes),Baleares,Pública,Universidad de las Illes Balears,Presencial,Propio,Illes Balears,Facultad de Medicina,Grado en Medicina,Grado en Medicina,No,"12,61"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Escuela Politécnica Superior,Grado en Ingeniería Biomédica,Grado en Ingeniería Biomédica,No,"12,61"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias de la Educación,PCEO Grado en Educación Primaria / Grado en Estudios Ingleses,Doble Grado en Educación Primaria / Grado en Estudios Ingleses,No,"12,61"
DOBLE GRADO,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Presencial,Propio,Salamanca,Facultad de Derecho,PCEO Grado en Derecho / Grado en Criminología,Doble Grado en Derecho / Grado en Criminología,No,"12,61"
GRADO,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Presencial,Propio,Salamanca,Facultad de Biología,Grado en Biotecnología,Grado en Biotecnología,No,"12,61"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Escuela de Ingeniería de Fuenlabrada,PCEO Grado en Ingeniería en Tecnologías de la Telecomunicación / Grado en Ingeniería Aeroespacial en Aeronavegación,Doble Grado en Ingeniería en Tecnologías de la Telecomunicación / Grado en Ingeniería Aeroespacial en Aeronavegación,No,"12,6"
GRADO,Andalucía,Andalucía,Pública,Universidad de Córdoba,Presencial,Propio,Córdoba,Facultad de Medicina y Enfermería,Grado en Enfermería,Grado en Enfermería,No,"12,6"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Farmacia,PCEO Grado en Farmacia / Grado en Nutrición Humana y Dietética,Doble Grado en Farmacia / Grado en Nutrición Humana y Dietética,No,"12,59"
GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias,Grado en Matemáticas,Grado en Matemáticas,No,"12,59"
GRADO,Canarias,Canarias,Pública,Universidad de Las Palmas de Gran Canaria,Presencial,Propio,Las Palmas,Facultad de Ciencias de la Salud,Grado en Medicina,Grado en Medicina,No,"12,59"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Escuela Técnica Superior de Ingeniería de Telecomunicación,Grado en Ingeniería Física,Grado en Ingeniería Física,No,"12,58"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Facultad de Filosofía y Letras,PCEO Grado en Traducción e Interpretación / Grado en Lenguas Modernas. Cultura y Comunicación (Francés),Doble Grado en Traducción e Interpretación / Grado en Lenguas Modernas. Cultura y Comunicación (Francés),No,"12,58"
DOBLE GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Escuela Técnica Superior de Ingeniería de Telecomunicación,PCEO Grado en Ingeniería Civil / Grado en Matemáticas,Doble Grado en Ingeniería Civil / Grado en Matemáticas,No,"12,57"
GRADO,Galicia,Galicia,Pública,Universidad de Santiago de Compostela,Presencial,Propio,A Coruña,Facultad de Medicina y Odontología,Grado en Odontología,Grado en Odontología,No,"12,57"
GRADO,Murcia (Región de),Región de Murcia,Pública,Universidad Politécnica de Cartagena,Presencial,Adscrito,Murcia,Centro Universitario de la Defensa,Grado en Tecnología y Operaciones Militares Aeroespaciales,Grado en Tecnología y Operaciones Militares Aeroespaciales,No,"12,57"
GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias de la Salud,Grado en Fisioterapia,Grado en Fisioterapia,No,"12,56"
GRADO,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Presencial,Propio,Barcelona,"Escuela Superior de Ingenierías Industrial, Aeroespacial y Audiovisual de Terrassa",Grado en Ingeniería en Vehículos Aeroespaciales,Grado en Ingeniería en Vehículos Aeroespaciales,No,"12,56"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad Pablo de Olavide,Presencial,Propio,Sevilla,Facultad de Humanidades,PCEO Grado en Geografía e historia / Grado en Relaciones internacionales,Doble Grado en Geografía e historia / Grado en Relaciones internacionales,No,"12,56"
GRADO,Canarias,Canarias,Pública,Universidad de La Laguna,Presencial,Propio,Santa Cruz de Tenerife,Facultad de Ciencias de la Salud,Grado en Medicina,Grado en Medicina,No,"12,56"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Cádiz,Presencial,Propio,Cádiz,Facultad de Filosofía y Letras,PCEO Grado en Estudios Ingleses / Grado en Filología Clásica,Doble Grado en Estudios Ingleses / Grado en Filología Clásica,No,"12,55"
GRADO,Asturias (Principado de),Asturias,Pública,Universidad de Oviedo,Presencial,Propio,Asturias,Facultad de Medicina y Ciencias de la Salud,Grado en Odontología,Grado en Odontología,No,"12,55"
GRADO,Asturias (Principado de),Asturias,Pública,Universidad de Oviedo,Presencial,Propio,Asturias,Facultad de Biología,Grado en Biotecnología,Grado en Biotecnología,No,"12,55"
DOBLE GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Farmacia y Ciencias de la Alimentación,PCEO Grado en Farmacia / Grado en Nutrición Humana y Dietética,Doble Grado en Farmacia / Grado en Nutrición Humana y Dietética,No,"12,54"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Filología,PCEO Grado en Filología clásica / Grado en Filología hispánica,Doble Grado en Filología clásica / Grado en Filología hispánica,No,"12,54"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Químicas,Grado en Bioquímica,Grado en Bioquímica,No,"12,52"
DOBLE GRADO,Murcia (Región de),Región de Murcia,Pública,Universidad de Murcia,Presencial,Propio,Murcia,Facultad de Educación,PCEO Grado en Educación infantil / Grado en Educación primaria,Doble Grado en Educación infantil / Grado en Educación primaria,No,"12,52"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Escuela de Ingeniería de Fuenlabrada,Grado en Ingeniería Biomédica / Bachelor in Biomedical Engineering,Grado en Ingeniería Biomédica / Bachelor in Biomedical Engineering,Sí,"12,51"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Facultad de Medicina,Grado en Medicina,Grado en Medicina,No,"12,51"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Escuela Politécnica Superior,Grado en Ingeniería Biomédica,Grado en Ingeniería Biomédica,No,"12,51"
DOBLE GRADO,Canarias,Canarias,Pública,Universidad de Las Palmas de Gran Canaria,Presencial,Propio,Las Palmas,Facultad de Ciencias de la Educación,PCEO Grado en Educación Infantil / Grado en Educación Primaria,Doble Grado en Educación Infantil / Grado en Educación Primaria,No,"12,5"
GRADO,Andalucía,Andalucía,Pública,Universidad de Málaga,Presencial,Propio,Málaga,Facultad de Ciencias de la Salud,Grado en Enfermería,Grado en Enfermería,No,"12,5"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad de Alcalá,Presencial,Propio,Madrid,Facultad de Ciencias,Grado en Biología Sanitaria,Grado en Biología Sanitaria,No,"12,5"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Matemáticas,Grado en Ingeniería Matemática,Grado en Ingeniería Matemática,No,"12,49"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Farmacia,PCEO Grado en Farmacia / Grado en Óptica y Optometría,Doble Grado en Farmacia / Grado en Óptica y Optometría,No,"12,49"
GRADO,Cataluña,Cataluña,Pública,Universidad de Girona,Presencial,Propio,Girona,Facultad de Medicina,Grado en Medicina,Grado en Medicina,No,"12,49"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Presencial,Propio,Madrid,Escuela Técnica Superior de Ingenieros Industriales,Grado en Ingeniería de Organización,Grado en Ingeniería de Organización,No,"12,48"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Medicina y Ciencias de la Salud,Grado en Odontología,Grado en Odontología,No,"12,47"
GRADO,Cataluña,Cataluña,Pública,Universidad Pompeu Fabra,Presencial,Propio,Barcelona,Facultad de Economía y Empresa,Grado en Estudios Internacionales de Economía y Empresa / International Business Economics,Grado en Estudios Internacionales de Economía y Empresa / International Business Economics,Sí,"12,47"
DOBLE GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural,PCEO Grado en Biotecnología / Grado en Ingeniería Agroalimentaria y del Medio Rural,Doble Grado en Biotecnología / Grado en Ingeniería Agroalimentaria y del Medio Rural,No,"12,47"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Facultad de Ciencias,Grado en Física,Grado en Física,No,"12,46"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Facultad de Filosofía y Letras,PCEO Grado en Historia del Arte / Grado en Historia,Doble Grado en Historia del Arte / Grado en Historia,No,"12,46"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Medicina y Ciencias de la Salud,Grado en Ingeniería Biomédica,Grado en Ingeniería Biomédica,No,"12,45"
GRADO,Andalucía,Andalucía,Pública,Universidad Pablo de Olavide,Presencial,Propio,Sevilla,Facultad de Ciencias Experimentales,Grado en Biotecnología,Grado en Biotecnología,No,"12,44"
GRADO,Cataluña,Cataluña,Pública,Universidad Rovira i Virgili,Presencial,Propio,Tarragona,Facultad de Medicina y Ciencias de la Salud,Grado en Medicina,Grado en Medicina,No,"12,44"
GRADO,Cataluña,Cataluña,Pública,Universidad de Lleida,Presencial,Propio,Lleida,Facultad de Medicina,Grado en Medicina,Grado en Medicina,No,"12,43"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Presencial,Propio,Madrid,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio,Grado en Ingeniería Aeroespacial,Grado en Ingeniería Aeroespacial,No,"12,43"
DOBLE GRADO,Aragón,Aragón,Pública,Universidad de Zaragoza,Presencial,Propio,Zaragoza,Facultad de Derecho,PCEO Grado en Derecho / Grado en Administración y Dirección de Empresas,Doble Grado en Derecho / Grado en Administración y Dirección de Empresas,No,"12,43"
